make,model,manufactured,reg_date,type_of_vehicle,category,transmission,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,price,registration_year
bentley,continental,2013.0,2013-05-31,sports car,"coe car, low mileage car",auto,373.0,3993.0,4.0,30760.0,115270,103332.0,70000.0,175136.0,175136.0,275788.0,2013
honda,vezel,2023.0,2023-08-28,suv,"parf car, almost new car, premium ad car",auto,87.0,1496.0,1.0,15200.0,100000,83750.0,20000.0,18560.0,5000.0,139800.0,2023
bmw,325i,2008.0,2010-03-19,sports car,"imported used vehicle, coe car, low mileage car",auto,160.0,2996.0,6.0,11780.0,35416,20405.0,135721.0,44252.0,44252.0,68800.0,2010
toyota,vios,2009.0,2010-02-09,mid-sized sedan,"coe car, premium ad car",auto,80.0,1497.0,4.0,,15988,1481.0,149838.0,12717.0,12717.0,6800.0,2010
subaru,xv,2017.0,2018-04-17,suv,parf car,auto,115.0,1995.0,1.0,15000.0,37605,25127.0,72000.0,16450.0,16450.0,65800.0,2018
lexus,es,2016.0,2016-07-29,luxury sedan,parf car,auto,135.0,2494.0,1.0,21350.0,56002,36998.0,98000.0,36191.0,42668.0,64800.0,2016
mclaren,720s,2017.0,2017-11-03,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,530.0,3994.0,3.0,138600.0,49000,287986.0,32000.0,247806.0,418051.0,678000.0,2017
bmw,x5,2014.0,2016-07-18,suv,"parf car, premium ad car",auto,225.0,2979.0,1.0,28360.0,49700,60073.0,117300.0,61676.0,83017.0,100800.0,2016
honda,civic,2014.0,2014-08-28,mid-sized sedan,parf car,auto,92.0,1598.0,2.0,,63190,10440.0,109230.0,19391.0,19391.0,14500.0,2014
mazda,2,2018.0,2018-10-29,luxury sedan,"parf car, premium ad car",auto,121.0,1998.0,2.0,15480.0,31301,26875.0,108152.0,19208.0,19208.0,76000.0,2018
bmw,xm,2023.0,2023-06-28,suv,"parf car, rare & exotic, almost new car, low mileage car, hybrid cars",auto,505.0,4395.0,1.0,81830.0,102002,357082.0,3500.0,187811.0,353185.0,799800.0,2023
toyota,starlet,1988.0,1988-11-16,hatchback,"coe car, rare & exotic, vintage cars",manual,,999.0,6.0,6510.0,29670,13120.0,165000.0,12026.0,21046.0,28800.0,1988
opel,astra,2020.0,2020-09-24,hatchback,parf car,auto,107.0,1341.0,1.0,13370.0,37102,33591.0,50000.0,22670.0,13738.0,90800.0,2020
honda,odyssey,2009.0,2009-10-08,mpv,"coe car, premium ad car",auto,132.0,2354.0,6.0,10980.0,37941,19282.0,160000.0,31153.0,31153.0,55800.0,2009
mercedes-benz,amg,2017.0,2017-07-14,sports car,"parf car, premium ad car, low mileage car",auto,375.0,3982.0,4.0,47270.0,48209,124519.0,63439.0,109304.0,168748.0,229800.0,2017
bmw,435i,2014.0,2014-07-18,sports car,"coe car, direct owner sale, low mileage car",auto,225.0,2979.0,5.0,17610.0,99116,79293.0,95548.0,67620.0,93716.0,174000.0,2014
volkswagen,golf,2013.0,2013-10-14,hatchback,"coe car, direct owner sale",auto,90.0,1395.0,2.0,12200.0,48826,39863.0,118900.0,20927.0,6298.0,49800.0,2013
opel,insignia,2017.0,2018-06-11,luxury sedan,"parf car, premium ad car, low mileage car",auto,121.0,1490.0,1.0,14610.0,37330,40253.0,51147.0,33584.0,39018.0,77800.0,2018
lexus,es,2020.0,2020-12-22,luxury sedan,"parf car, premium ad car",auto,152.0,2487.0,2.0,21280.0,45012,72774.0,61000.0,47986.0,59181.0,163800.0,2020
lexus,nx,2015.0,2015-10-23,suv,"parf car, premium ad car",auto,175.0,1998.0,2.0,21290.0,60789,33832.0,136000.0,39616.0,47463.0,50800.0,2015
bmw,520i,2009.0,2010-02-09,luxury sedan,coe car,auto,115.0,1995.0,4.0,12540.0,37502,20189.0,167000.0,41925.0,41925.0,67500.0,2010
bmw,435i,2013.0,2013-12-30,sports car,"coe car, premium ad car",auto,225.0,2979.0,4.0,19350.0,122414,113862.0,128000.0,60115.0,80207.0,180000.0,2013
opel,combo,2023.0,2024-06-20,van,"almost new car, premium ad car, electric cars",auto,,,2.0,10050.0,27681,22145.0,5200.0,38515.0,1926.0,99800.0,2024
skoda,scala,2022.0,2023-09-04,hatchback,"parf car, almost new car, premium ad car",auto,81.0,999.0,1.0,15370.0,100000,83750.0,10000.0,19953.0,5000.0,142988.0,2023
mercedes-benz,amg,2018.0,2019-08-27,luxury sedan,"parf car, premium ad car",auto,190.0,1991.0,2.0,24830.0,39406,76961.0,86000.0,57385.0,75293.0,166777.0,2019
,wish,2017.0,2018-01-25,mpv,"parf car, premium ad car",auto,105.0,1798.0,2.0,16840.0,45289,29324.0,80000.0,19955.0,19955.0,70800.0,2018
volkswagen,jetta,2015.0,2017-08-22,mid-sized sedan,"parf car, premium ad car",auto,90.0,1390.0,3.0,13030.0,45201,29119.0,100000.0,21900.0,22660.0,52800.0,2017
mazda,2,2018.0,2019-12-21,luxury sedan,"parf car, premium ad car",auto,143.0,2488.0,3.0,15820.0,42020,44830.0,50000.0,26466.0,29053.0,101800.0,2019
volkswagen,tiguan,2017.0,2017-05-16,suv,parf car,auto,110.0,1395.0,1.0,17620.0,53300,38862.0,140000.0,33481.0,38874.0,70800.0,2017
kia,sorento,2018.0,2018-06-21,suv,"parf car, premium ad car",auto,147.0,2199.0,1.0,18040.0,36000,35918.0,85000.0,27611.0,30656.0,87777.0,2018
mercedes-benz,viano,2012.0,2012-11-02,bus/mini bus,"coe car, premium ad car",auto,,2143.0,2.0,14530.0,29672,19120.0,108000.0,46658.0,2333.0,46800.0,2012
toyota,hiace,2019.0,2020-05-18,van,premium ad car,auto,,2754.0,2.0,14180.0,24202,14137.0,62000.0,31288.0,1565.0,82800.0,2020
bmw,1m,2011.0,2011-05-31,sports car,"coe car, low mileage car",manual,250.0,2979.0,1.0,32990.0,42683,28323.0,33888.0,48853.0,48853.0,218888.0,2011
honda,s2000,2007.0,2007-06-30,sports car,coe car,manual,178.0,2156.0,6.0,48960.0,54088,16434.0,147000.0,36231.0,39855.0,148888.0,2007
peugeot,508,2016.0,2016-11-23,luxury sedan,parf car,auto,88.0,1560.0,1.0,11820.0,52668,20729.0,143000.0,27157.0,15020.0,33800.0,2016
honda,vezel,2022.0,2023-12-05,suv,"parf car, almost new car, low mileage car",auto,87.0,1496.0,1.0,15290.0,85001,87793.0,57.0,23323.0,9653.0,149800.0,2023
suzuki,swift,2019.0,2021-08-18,hatchback,"parf car, low mileage car, hybrid cars",auto,69.0,1242.0,1.0,13430.0,45189,36175.0,25128.0,19499.0,5000.0,98888.0,2021
seat,ateca,2019.0,2019-12-28,suv,parf car,auto,110.0,1395.0,1.0,14920.0,36000,39688.0,83700.0,24528.0,26340.0,95800.0,2019
bmw,335i,2014.0,2015-06-26,luxury sedan,"parf car, premium ad car",auto,225.0,2979.0,2.0,68010.0,71509,51302.0,112168.0,59934.0,79882.0,110000.0,2015
mercedes-benz,cla180,2015.0,2016-05-30,stationwagon,"parf car, direct owner sale",auto,90.0,1595.0,2.0,17330.0,46009,25089.0,150000.0,30196.0,29275.0,48500.0,2016
audi,tt,2008.0,2009-06-05,sports car,"coe car, low mileage car",auto,147.0,1984.0,2.0,16880.0,35411,16716.0,85016.0,52722.0,52722.0,79700.0,2009
toyota,altis,2015.0,2016-02-24,mid-sized sedan,"opc car, parf car, low mileage car",auto,90.0,1598.0,1.0,15000.0,29651,14813.0,26900.0,17804.0,17804.0,34300.0,2016
audi,a6,2017.0,2018-03-19,luxury sedan,parf car,auto,140.0,1798.0,1.0,18650.0,39001,46113.0,70000.0,40630.0,48882.0,93000.0,2018
toyota,yaris,2021.0,2022-01-14,suv,"parf car, premium ad car",auto,88.0,1490.0,1.0,15500.0,57599,46957.0,34000.0,19638.0,5000.0,118800.0,2022
honda,civic,2007.0,2008-01-30,sports car,"coe car, premium ad car",manual,165.0,1998.0,6.0,23930.0,52271,18946.0,147000.0,27951.0,30747.0,86800.0,2008
subaru,forester,2015.0,2015-09-22,suv,parf car,auto,110.0,1995.0,2.0,14050.0,53338,14437.0,121104.0,13948.0,13948.0,24800.0,2015
honda,shuttle,2018.0,2020-02-18,stationwagon,"parf car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,101.0,1496.0,1.0,15500.0,37705,31470.0,41000.0,22434.0,13408.0,94800.0,2020
chevrolet,orlando,2017.0,2017-05-18,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,103.0,1362.0,2.0,13310.0,55414,25652.0,91000.0,15780.0,15780.0,46800.0,2017
toyota,altis,2014.0,2014-09-18,mid-sized sedan,parf car,auto,90.0,1598.0,2.0,,64841,8495.0,132000.0,18650.0,13650.0,18500.0,2014
porsche,911,2012.0,2012-05-22,sports car,"coe car, low mileage car",auto,294.0,3800.0,2.0,40970.0,88862,70018.0,82000.0,137353.0,137353.0,322800.0,2012
toyota,hiace,2008.0,2009-02-06,bus/mini bus,coe car,auto,,2982.0,2.0,12690.0,38584,17875.0,145000.0,30360.0,1518.0,58800.0,2009
jaguar,e-pace,2021.0,2021-05-21,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,118.0,1498.0,2.0,21960.0,62100,65027.0,40000.0,27740.0,30836.0,165800.0,2021
chevrolet,cruze,2015.0,2016-02-17,mid-sized sedan,"parf car, premium ad car",auto,86.0,1598.0,3.0,11170.0,45002,15107.0,103871.0,14443.0,14443.0,25000.0,2016
ford,mustang,2016.0,2017-09-07,sports car,"parf car, premium ad car",auto,233.0,2261.0,3.0,32670.0,48005,52231.0,90000.0,46088.0,56524.0,133800.0,2017
mercedes-benz,a180,2015.0,2015-06-09,hatchback,parf car,auto,90.0,1595.0,3.0,18130.0,67601,13845.0,109922.0,23164.0,14430.0,24999.0,2015
toyota,toyoace,2016.0,2018-05-30,truck,premium ad car,manual,0.0,2982.0,1.0,14610.0,17829,7053.0,126000.0,31131.0,1557.0,57800.0,2018
isuzu,nnr85,2014.0,2015-08-17,truck,premium ad car,manual,,2999.0,1.0,24620.0,31767,3716.0,112168.0,26080.0,1304.0,28800.0,2015
,cooper,2011.0,2012-02-29,sports car,"coe car, premium ad car, low mileage car",auto,135.0,1598.0,6.0,11020.0,56670,43706.0,120000.0,29763.0,29763.0,85000.0,2012
audi,a3,2019.0,2020-08-28,hatchback,parf car,auto,85.0,999.0,1.0,14480.0,35710,38431.0,84339.0,21751.0,22452.0,98800.0,2020
mercedes-benz,amg,2014.0,2014-10-17,luxury sedan,"parf car, direct owner sale",auto,135.0,1991.0,2.0,,73010,21114.0,112168.0,41733.0,40427.0,31000.0,2014
toyota,hiace,2022.0,2023-02-17,van,-,auto,,1998.0,1.0,10790.0,54091,43273.0,15847.0,23658.0,1183.0,91800.0,2023
mazda,2,2009.0,2010-04-21,luxury sedan,"coe car, premium ad car",auto,108.0,1999.0,5.0,12320.0,16784,2124.0,149838.0,26864.0,26864.0,7800.0,2010
kia,cerato,2017.0,2017-09-13,mid-sized sedan,"opc car, parf car, direct owner sale",auto,95.0,1591.0,3.0,12760.0,25900,16735.0,79000.0,12821.0,12821.0,47800.0,2017
infiniti,q30,2017.0,2018-02-26,suv,parf car,auto,80.0,1461.0,2.0,20150.0,36810,29610.0,91000.0,30434.0,24608.0,86825.0,2018
honda,stream,2007.0,2008-02-01,mpv,coe car,auto,103.0,1799.0,3.0,13470.0,51850,18382.0,234000.0,16614.0,18276.0,47800.0,2008
bmw,216i,2019.0,2019-06-24,mpv,"parf car, premium ad car, low mileage car",auto,80.0,1499.0,1.0,16380.0,26999,41186.0,51000.0,34328.0,40060.0,99800.0,2019
mercedes-benz,a180,2021.0,2022-01-17,luxury sedan,parf car,auto,96.0,1332.0,1.0,17960.0,58801,74337.0,32500.0,34457.0,40240.0,155000.0,2022
bmw,m5,2012.0,2012-06-18,sports car,"coe car, direct owner sale, low mileage car",auto,412.0,4395.0,4.0,23090.0,95025,76150.0,38000.0,100216.0,100216.0,185000.0,2012
,golf,2014.0,2014-05-29,hatchback,"coe car, low mileage car",auto,90.0,1395.0,4.0,10690.0,78482,62786.0,98063.0,20925.0,6295.0,103800.0,2014
toyota,hiace,2024.0,2024-07-31,van,"almost new car, premium ad car",auto,,2755.0,1.0,13540.0,69900,55920.0,68.0,30770.0,1539.0,134988.0,2024
porsche,911,2023.0,2023-07-07,sports car,"parf car, rare & exotic, low mileage car",auto,386.0,3996.0,2.0,137970.0,102002,141602.0,3950.0,229423.0,444731.0,1288888.0,2023
volvo,s60,2017.0,2017-06-15,luxury sedan,parf car,auto,90.0,1498.0,1.0,12430.0,45201,29204.0,105000.0,25281.0,27394.0,48800.0,2017
,civic,2008.0,2008-09-17,mid-sized sedan,coe car,auto,114.0,1998.0,4.0,16400.0,33377,14210.0,145000.0,22231.0,22231.0,69888.0,2008
bentley,continental,2020.0,2021-05-20,sports car,"parf car, rare & exotic, low mileage car",auto,404.0,3996.0,3.0,79700.0,63002,341377.0,15000.0,236079.0,396943.0,750888.0,2021
honda,civic,2017.0,2017-11-24,mid-sized sedan,parf car,auto,92.0,1597.0,1.0,16390.0,46778,28919.0,84000.0,19726.0,19726.0,66300.0,2017
honda,fit,2018.0,2020-02-14,hatchback,"parf car, premium ad car, hybrid cars",auto,101.0,1496.0,1.0,14180.0,37500,30373.0,48608.0,21547.0,12166.0,86500.0,2020
toyota,noah,2019.0,2020-02-04,mpv,"parf car, hybrid cars",auto,100.0,1797.0,1.0,21730.0,37705,42590.0,45000.0,33162.0,28427.0,136800.0,2020
audi,a6,2019.0,2020-07-16,luxury sedan,"parf car, premium ad car, hybrid cars",auto,180.0,1984.0,1.0,22970.0,35889,59604.0,61080.0,41672.0,50341.0,165000.0,2020
bmw,x1,2018.0,2018-09-21,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,103.0,1499.0,2.0,16990.0,31307,41716.0,103000.0,34636.0,40491.0,92800.0,2018
honda,vezel,2021.0,2021-12-23,suv,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,87.0,1496.0,1.0,15400.0,57010,50265.0,25000.0,23452.0,9833.0,120800.0,2021
suzuki,vitara,1992.0,1992-09-04,suv,"coe car, direct owner sale",auto,,1590.0,6.0,10610.0,26175,12550.0,91933.0,15048.0,22572.0,50888.0,1992
volkswagen,jetta,2009.0,2009-09-18,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,118.0,1390.0,4.0,11370.0,29485,15510.0,140000.0,21635.0,21635.0,59800.0,2009
mazda,2,2019.0,2020-01-15,suv,parf car,auto,121.0,1998.0,2.0,17070.0,40101,45511.0,94990.0,27794.0,30912.0,110800.0,2020
audi,a3,2017.0,2017-07-24,hatchback,"parf car, premium ad car",auto,85.0,999.0,1.0,14540.0,44002,22141.0,82000.0,23773.0,15283.0,50500.0,2017
volkswagen,golf,2008.0,2009-01-22,sports car,coe car,auto,147.0,1984.0,2.0,12540.0,31335,13942.0,230000.0,26733.0,26733.0,55800.0,2009
ford,focus,2017.0,2018-03-29,stationwagon,"parf car, premium ad car, low mileage car",auto,92.0,999.0,1.0,13170.0,38000,27243.0,46000.0,19777.0,19777.0,59800.0,2018
mazda,2,2015.0,2015-03-31,mpv,"parf car, premium ad car",auto,111.0,1998.0,2.0,12700.0,70500,10549.0,110000.0,17985.0,12985.0,13800.0,2015
bmw,220i,2015.0,2015-09-30,sports car,parf car,auto,135.0,1997.0,1.0,32460.0,60001,32092.0,89000.0,37977.0,45168.0,61800.0,2015
lotus,elan,1991.0,1991-06-25,sports car,"coe car, direct owner sale, rare & exotic",auto,,1588.0,6.0,13740.0,25525,12238.0,130000.0,42296.0,59709.0,65888.0,1991
mercedes-benz,c180,2011.0,2011-11-29,luxury sedan,"coe car, consignment car",auto,115.0,1597.0,3.0,12840.0,46482,34308.0,156000.0,31019.0,31019.0,94800.0,2011
bmw,118i,2019.0,2020-01-16,hatchback,"parf car, premium ad car",auto,103.0,1499.0,2.0,17420.0,37109,49823.0,45773.0,33402.0,38763.0,116800.0,2020
mercedes-benz,c180,2011.0,2011-06-23,luxury sedan,coe car,auto,115.0,1796.0,4.0,11240.0,42683,27645.0,163000.0,39890.0,39890.0,72800.0,2011
porsche,cayenne,2012.0,2012-07-19,suv,"coe car, low mileage car, hybrid cars",auto,245.0,2995.0,2.0,21000.0,97176,78673.0,99746.0,108314.0,64989.0,170000.0,2012
bmw,x1,2017.0,2017-06-28,suv,"parf car, premium ad car",auto,100.0,1499.0,2.0,17960.0,47501,32966.0,73776.0,31845.0,31583.0,68800.0,2017
bmw,218i,2022.0,2022-04-22,luxury sedan,"parf car, premium ad car",auto,100.0,1499.0,1.0,18330.0,90002,103359.0,38500.0,36799.0,43519.0,165800.0,2022
audi,a3,2017.0,2018-02-10,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,85.0,999.0,1.0,14060.0,36890,29970.0,79254.0,24698.0,26578.0,61688.0,2018
mini,cooper,2010.0,2010-03-24,hatchback,"coe car, direct owner sale",auto,88.0,1598.0,6.0,10390.0,26175,12550.0,172500.0,25070.0,25070.0,49800.0,2010
,forester,2015.0,2015-10-28,suv,"parf car, premium ad car",auto,177.0,1998.0,1.0,15890.0,59889,18179.0,112294.0,18166.0,18166.0,30800.0,2015
porsche,cayman,2009.0,2009-07-16,sports car,"coe car, low mileage car",auto,235.0,3436.0,6.0,25540.0,42885,21807.0,145888.0,105797.0,105797.0,129888.0,2009
honda,vezel,2016.0,2017-11-27,suv,"parf car, hybrid cars",auto,112.0,1496.0,1.0,16320.0,57390,23046.0,98000.0,26812.0,5000.0,58800.0,2017
honda,civic,2007.0,2008-02-23,sports car,"coe car, premium ad car",manual,165.0,1998.0,6.0,26480.0,50578,18665.0,147000.0,31726.0,34899.0,97800.0,2008
honda,e,2021.0,2023-06-28,suv,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,174.0,1496.0,1.0,17080.0,116020,97770.0,5000.0,28418.0,16786.0,162800.0,2023
bmw,x3,2016.0,2016-06-29,suv,"parf car, premium ad car, low mileage car",auto,135.0,1997.0,3.0,21350.0,57390,36272.0,76800.0,34969.0,40957.0,64000.0,2016
kia,carens,2016.0,2016-09-15,mpv,parf car,auto,104.0,1685.0,1.0,12990.0,57002,25168.0,118000.0,23983.0,20577.0,39500.0,2016
,avante,2019.0,2020-01-18,mid-sized sedan,"parf car, premium ad car",auto,93.0,1591.0,1.0,14120.0,35320,32740.0,81366.0,18042.0,18042.0,85800.0,2020
mitsubishi,outlander,2017.0,2018-03-07,suv,parf car,auto,110.0,1998.0,1.0,17790.0,42322,28125.0,151736.0,19009.0,19009.0,75800.0,2018
audi,a1,2019.0,2020-02-26,hatchback,parf car,auto,85.0,999.0,3.0,14600.0,30010,35888.0,83824.0,23590.0,25026.0,95800.0,2020
mitsubishi,outlander,2018.0,2018-09-10,suv,"parf car, premium ad car, low mileage car",auto,110.0,1998.0,2.0,16650.0,29085,25646.0,51200.0,19675.0,19675.0,77800.0,2018
mazda,3,2018.0,2018-06-18,mid-sized sedan,"parf car, premium ad car",auto,88.0,1496.0,3.0,13350.0,38039,25430.0,159000.0,14548.0,14548.0,60800.0,2018
toyota,vios,2009.0,2010-03-02,mid-sized sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,80.0,1497.0,3.0,,15988,1244.0,149838.0,14155.0,14155.0,5500.0,2010
hyundai,elantra,2012.0,2012-03-13,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,95.0,1591.0,3.0,11950.0,28335,14129.0,120000.0,11409.0,11409.0,29800.0,2012
mini,cooper,2016.0,2017-03-24,hatchback,parf car,auto,100.0,1499.0,1.0,17370.0,52807,23930.0,105000.0,24448.0,16228.0,54800.0,2017
mitsubishi,canter,2015.0,2016-02-29,truck,-,manual,,2998.0,2.0,18040.0,46001,7852.0,110000.0,31001.0,1551.0,30800.0,2016
bmw,530i,2017.0,2017-03-28,luxury sedan,"parf car, premium ad car",auto,185.0,1998.0,1.0,25590.0,53300,51502.0,102000.0,49363.0,61109.0,101777.0,2017
honda,fit,2018.0,2020-03-31,hatchback,"parf car, hybrid cars",auto,101.0,1496.0,2.0,13660.0,37000,28424.0,60000.0,19326.0,9326.0,83800.0,2020
suzuki,swift,2009.0,2010-02-08,hatchback,"coe car, low mileage car",manual,92.0,1586.0,5.0,,15287,1156.0,115080.0,14629.0,14629.0,4800.0,2010
volkswagen,scirocco,2009.0,2010-01-07,sports car,coe car,auto,147.0,1984.0,5.0,11120.0,39463,21959.0,149838.0,28426.0,28426.0,61888.0,2010
bmw,m140i,2017.0,2017-06-07,hatchback,"parf car, premium ad car",auto,250.0,2998.0,6.0,32940.0,55000,41837.0,91000.0,37061.0,43886.0,114800.0,2017
toyota,camry,2006.0,2006-10-26,luxury sedan,coe car,auto,108.0,1998.0,2.0,11700.0,56751,12516.0,156756.5,27853.0,30639.0,25800.0,2006
,amg,2017.0,2018-01-29,suv,"parf car, low mileage car",auto,287.0,2996.0,1.0,38040.0,53711,98485.0,52780.0,83481.0,122266.0,195800.0,2018
bmw,640i,2016.0,2016-09-07,sports car,"parf car, low mileage car",auto,235.0,2979.0,5.0,29680.0,56000,74399.0,64000.0,72879.0,103183.0,117777.0,2016
toyota,dyna,2016.0,2016-10-10,truck,-,manual,,2982.0,1.0,14570.0,22165,4791.0,98000.0,24946.0,1248.0,31500.0,2016
bmw,528i,2011.0,2011-08-23,luxury sedan,coe car,auto,190.0,2996.0,3.0,13620.0,58306,41006.0,128266.5,52722.0,52722.0,95800.0,2011
toyota,noah,2019.0,2020-01-14,mpv,"parf car, hybrid cars",auto,100.0,1797.0,1.0,21780.0,40101,43636.0,45000.0,33162.0,28427.0,135800.0,2020
toyota,prius,2010.0,2010-07-29,hatchback,"coe car, low mileage car, hybrid cars",auto,73.0,1798.0,5.0,13360.0,33568,20545.0,97081.0,35505.0,21303.0,81800.0,2010
mercedes-benz,amg,2016.0,2017-03-27,suv,"parf car, sgcarmart warranty cars",auto,155.0,1991.0,3.0,27010.0,48209,50538.0,135000.0,49935.0,61909.0,106000.0,2017
honda,jazz,2009.0,2009-04-23,hatchback,"coe car, premium ad car",auto,73.0,1339.0,4.0,10460.0,26175,12707.0,149838.0,20033.0,20033.0,50800.0,2009
rolls-royce,cullinan,2023.0,2023-07-14,suv,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",auto,441.0,6749.0,1.0,182740.0,102002,828086.0,102.0,472997.0,980594.0,2150000.0,2023
isuzu,nnr85,2024.0,2024-08-21,truck,"almost new car, premium ad car",manual,,2999.0,1.0,12820.0,70001,56001.0,68.0,27193.0,1360.0,127800.0,2024
toyota,raize,2021.0,2023-05-13,suv,"parf car, premium ad car",auto,72.0,996.0,1.0,13250.0,88000,82432.0,32539.0,20241.0,5338.0,120800.0,2023
mg,hs,2020.0,2020-07-30,suv,"parf car, premium ad car",auto,119.0,1490.0,2.0,16240.0,35001,37224.0,71813.0,20773.0,21083.0,110000.0,2020
mercedes-benz,glc300,2022.0,2022-12-19,suv,"parf car, premium ad car, low mileage car, hybrid cars",auto,200.0,1991.0,1.0,26680.0,105501,132439.0,3000.0,51139.0,64051.0,255000.0,2022
honda,vezel,2015.0,2016-09-30,suv,"parf car, premium ad car",auto,96.0,1496.0,3.0,15040.0,50000,16617.0,87000.0,18609.0,8609.0,38800.0,2016
bmw,216i,2021.0,2021-07-27,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,80.0,1499.0,1.0,33540.0,47010,64259.0,58100.0,35426.0,41597.0,256700.0,2021
bentley,flying,2018.0,2019-06-27,luxury sedan,"parf car, direct owner sale, rare & exotic",auto,373.0,3993.0,1.0,49880.0,39728,233096.0,54876.0,185176.0,305317.0,395888.0,2019
bmw,120i,2008.0,2009-02-26,sports car,"coe car, low mileage car",auto,115.0,1995.0,4.0,12270.0,32121,14344.0,130000.0,42436.0,42436.0,54800.0,2009
mercedes-benz,s320l,2016.0,2017-04-11,luxury sedan,"parf car, premium ad car",auto,200.0,2996.0,1.0,30810.0,50621,94615.0,84000.0,89948.0,133907.0,153800.0,2017
toyota,vios,2009.0,2009-02-23,mid-sized sedan,coe car,auto,80.0,1497.0,3.0,11120.0,25727,11524.0,177545.0,12104.0,12104.0,49800.0,2009
mazda,2,2017.0,2018-02-19,hatchback,"opc car, parf car, low mileage car",auto,85.0,1496.0,3.0,12060.0,23000,11713.0,42746.0,14128.0,5000.0,46888.0,2018
,vezel,2016.0,2017-05-31,suv,"parf car, hybrid cars",auto,112.0,1496.0,2.0,14370.0,52000,17945.0,98000.0,22699.0,5000.0,43800.0,2017
volkswagen,jetta,2015.0,2015-11-26,mid-sized sedan,"parf car, premium ad car",auto,90.0,1390.0,1.0,13850.0,59200,18201.0,121251.0,17523.0,17523.0,28800.0,2015
,amg,2020.0,2023-04-28,sports car,"parf car, rare & exotic, hybrid cars",auto,200.0,1991.0,1.0,30440.0,124501,211648.0,48000.0,84186.0,149396.0,340000.0,2023
porsche,911,2021.0,2022-02-22,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,375.0,3996.0,1.0,90860.0,80210,296070.0,16188.0,189662.0,313392.0,848000.0,2022
jaguar,xe,2018.0,2020-02-28,luxury sedan,"parf car, premium ad car",auto,147.0,1997.0,2.0,17300.0,33301,44582.0,72000.0,30073.0,34103.0,115800.0,2020
nissan,nv200,2023.0,2024-03-21,van,"almost new car, premium ad car",auto,,1597.0,1.0,8910.0,59979,58582.0,5200.0,15484.0,775.0,87000.0,2024
bentley,continental,2013.0,2013-04-09,sports car,"coe car, consignment car, low mileage car",auto,423.0,5998.0,5.0,36840.0,58124,42423.0,70523.0,214946.0,214946.0,268888.0,2013
mitsubishi,lancer,2007.0,2007-08-29,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,80.0,1499.0,5.0,12430.0,45400,14540.0,130000.0,15726.0,17299.0,39800.0,2007
mercedes-benz,amg,2016.0,2016-05-26,suv,"parf car, consignment car",auto,280.0,1991.0,4.0,43320.0,46502,44669.0,98056.0,52362.0,66252.0,109800.0,2016
mercedes-benz,coupe,2009.0,2010-02-09,sports car,"coe car, consignment car",auto,150.0,1796.0,6.0,12880.0,38071,20934.0,230000.0,62833.0,62833.0,70800.0,2010
mitsubishi,outlander,2014.0,2014-10-31,suv,"parf car, direct owner sale, low mileage car",auto,123.0,2360.0,3.0,,72003,10451.0,130.0,18574.0,18574.0,16000.0,2014
nissan,nv200,2020.0,2021-06-02,van,premium ad car,auto,,1597.0,1.0,9520.0,39589,26953.0,48000.0,21713.0,1086.0,64800.0,2021
toyota,prius,2020.0,2021-02-22,mpv,"parf car, premium ad car, hybrid cars",auto,100.0,1798.0,1.0,17230.0,46002,42410.0,60000.0,27507.0,15510.0,123000.0,2021
honda,city,2016.0,2016-02-17,mid-sized sedan,"parf car, premium ad car",auto,88.0,1497.0,2.0,14940.0,51301,16014.0,140000.0,18503.0,13503.0,31800.0,2016
honda,grace,2018.0,2020-01-02,mid-sized sedan,"parf car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,101.0,1496.0,2.0,15660.0,37900,29775.0,44000.0,21179.0,11651.0,92800.0,2020
subaru,forester,2020.0,2020-07-25,suv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,121.0,1995.0,2.0,19200.0,34900,39132.0,41000.0,25015.0,27021.0,130800.0,2020
maserati,granturismo,2010.0,2010-10-11,sports car,"coe car, premium ad car, low mileage car",auto,323.0,4691.0,6.0,20800.0,38216,23851.0,98000.0,116178.0,116178.0,129800.0,2010
honda,hr-v,2016.0,2016-11-22,suv,"parf car, premium ad car",auto,96.0,1496.0,1.0,17750.0,53334,23222.0,143590.0,21466.0,17053.0,51800.0,2016
